Date,Adj Close,Close,High,Low,Open,Volume
,7974.T,7974.T,7974.T,7974.T,7974.T,7974.T
2022-08-30,5329.59814453125,5747.0,5767.0,5719.0,5724.0,3352000
2022-08-31,5285.08447265625,5699.0,5735.0,5681.0,5735.0,5049000
2022-09-01,5296.212890625,5711.0,5727.0,5676.0,5688.0,4384000
2022-09-02,5255.408203125,5667.0,5715.0,5645.0,5709.0,5305000
2022-09-05,5233.1513671875,5643.0,5707.0,5634.0,5668.0,3991000
2022-09-06,5293.4306640625,5708.0,5741.0,5594.0,5620.0,4920000
2022-09-07,5350.927734375,5770.0,5802.0,5735.0,5747.0,6303000
2022-09-08,5426.04443359375,5851.0,5851.0,5766.0,5791.0,6479000
2022-09-09,5404.71533203125,5828.0,5929.0,5821.0,5851.0,6847000
2022-09-12,5467.7763671875,5896.0,5929.0,5828.0,5870.0,4672000
2022-09-13,5769.17138671875,6221.0,6249.0,6050.0,6050.0,18652000
2022-09-14,5690.3447265625,6136.0,6182.0,6033.0,6166.0,12132000
2022-09-15,5786.79150390625,6240.0,6342.0,6137.0,6146.0,14135000
2022-09-16,5665.306640625,6109.0,6180.0,6051.0,6150.0,11124000
2022-09-20,5733.93212890625,6183.0,6240.0,6134.0,6209.0,8018000
2022-09-21,5666.23388671875,6110.0,6227.0,6099.0,6140.0,7218000
2022-09-22,5686.6357421875,6132.0,6179.0,6070.0,6080.0,6754000
2022-09-26,5516.92724609375,5949.0,6068.0,5932.0,6063.0,9058000
2022-09-27,5627.28466796875,6068.0,6119.0,5985.0,5999.0,6632000
2022-09-28,5536.40185546875,5970.0,6070.0,5915.0,6065.0,7149000
2022-09-29,5663.86962890625,6043.0,6153.0,6006.0,6021.0,7247800
2022-09-30,5486.7275390625,5854.0,6008.0,5737.0,5950.0,8834200
2022-10-03,5454.85986328125,5820.0,5839.0,5610.0,5718.0,6811500
2022-10-04,5670.4296875,6050.0,6050.0,5784.0,5861.0,10450800
2022-10-05,5633.87646484375,6011.0,6144.0,6007.0,6075.0,6492300
2022-10-06,5676.0537109375,6056.0,6169.0,6010.0,6075.0,9120900
2022-10-07,5676.0537109375,6056.0,6107.0,5980.0,6001.0,5123500
2022-10-11,5624.50439453125,6001.0,6068.0,5973.0,6006.0,5202400
2022-10-12,5646.9990234375,6025.0,6039.0,5933.0,5937.0,4682100
2022-10-13,5651.6845703125,6030.0,6191.0,6028.0,6100.0,5940600
2022-10-14,5781.96435546875,6169.0,6213.0,6068.0,6108.0,7493600
2022-10-17,5721.97998046875,6105.0,6120.0,6031.0,6100.0,4937100
2022-10-18,5731.3525390625,6115.0,6188.0,6074.0,6140.0,4577600
2022-10-19,5672.30419921875,6052.0,6159.0,6045.0,6131.0,4485500
2022-10-20,5713.54443359375,6096.0,6099.0,5990.0,6000.0,4682100
2022-10-21,5657.30859375,6036.0,6082.0,6016.0,6029.0,3563100
2022-10-24,5623.56689453125,6000.0,6094.0,6000.0,6086.0,3441700
2022-10-25,5609.50830078125,5985.0,6033.0,5961.0,6033.0,3948400
2022-10-26,5691.0498046875,6072.0,6090.0,5993.0,5997.0,5230000
2022-10-27,5608.5712890625,5984.0,6082.0,5978.0,6072.0,4633900
2022-10-28,5573.892578125,5947.0,5998.0,5918.0,5977.0,5412600
2022-10-31,5689.17529296875,6070.0,6095.0,5943.0,5951.0,5705100
2022-11-01,5693.86181640625,6075.0,6115.0,6063.0,6107.0,3787100
2022-11-02,5689.17529296875,6070.0,6095.0,6042.0,6065.0,4322000
2022-11-04,5580.453125,5954.0,6020.0,5931.0,6010.0,5975900
2022-11-07,5736.9755859375,6121.0,6147.0,6012.0,6030.0,6345100
2022-11-08,5834.45068359375,6225.0,6283.0,6193.0,6200.0,7539600
2022-11-09,5420.181640625,5783.0,6001.0,5750.0,6000.0,21530100
2022-11-10,5394.87548828125,5756.0,5798.0,5700.0,5761.0,10928700
2022-11-11,5397.68701171875,5759.0,5882.0,5716.0,5856.0,11026200
2022-11-14,5303.96142578125,5659.0,5743.0,5659.0,5700.0,9525600
2022-11-15,5402.3740234375,5764.0,5846.0,5736.0,5744.0,7501400
2022-11-16,5450.173828125,5815.0,5818.0,5721.0,5780.0,5458500
2022-11-17,5510.158203125,5879.0,5879.0,5814.0,5862.0,5730600
2022-11-18,5548.5859375,5920.0,5925.0,5826.0,5879.0,6211200
2022-11-21,5517.6572265625,5887.0,5924.0,5838.0,5900.0,4830800
2022-11-22,5561.7080078125,5934.0,5938.0,5861.0,5917.0,5003200
2022-11-24,5601.0732421875,5976.0,6048.0,5970.0,5994.0,7901600
2022-11-25,5585.13916015625,5959.0,6005.0,5936.0,5999.0,4488500
2022-11-28,5535.46484375,5906.0,5927.0,5865.0,5920.0,4301200
2022-11-29,5499.84814453125,5868.0,5925.0,5854.0,5875.0,4146600
2022-11-30,5524.2177734375,5894.0,5933.0,5835.0,5868.0,6667500
2022-12-01,5443.6123046875,5808.0,5922.0,5805.0,5911.0,6006600
2022-12-02,5366.75732421875,5726.0,5757.0,5690.0,5750.0,6360900
2022-12-05,5327.39306640625,5684.0,5710.0,5657.0,5700.0,5004400
2022-12-06,5401.43603515625,5763.0,5788.0,5714.0,5738.0,4892200
2022-12-07,5419.244140625,5782.0,5847.0,5687.0,5726.0,7701200
2022-12-08,5348.01220703125,5706.0,5789.0,5672.0,5778.0,5081100
2022-12-09,5357.38525390625,5716.0,5786.0,5716.0,5771.0,4525700
2022-12-12,5327.39306640625,5684.0,5705.0,5672.0,5680.0,3059600
2022-12-13,5334.890625,5692.0,5727.0,5675.0,5690.0,3191500
2022-12-14,5388.31396484375,5749.0,5749.0,5695.0,5705.0,3091800
2022-12-15,5359.25927734375,5718.0,5729.0,5683.0,5701.0,3459600
2022-12-16,5290.83984375,5645.0,5699.0,5645.0,5680.0,5534600
2022-12-19,5241.16455078125,5592.0,5624.0,5566.0,5600.0,5775200
2022-12-20,5193.36474609375,5541.0,5627.0,5502.0,5608.0,9024900
2022-12-21,5192.42724609375,5540.0,5596.0,5509.0,5519.0,8805100
2022-12-22,5275.84326171875,5629.0,5649.0,5557.0,5576.0,3868000
2022-12-23,5261.7841796875,5614.0,5637.0,5587.0,5601.0,3057200
2022-12-26,5264.595703125,5617.0,5648.0,5600.0,5620.0,1601500
2022-12-27,5254.2861328125,5606.0,5654.0,5593.0,5649.0,2227000
2022-12-28,5267.408203125,5620.0,5620.0,5588.0,5606.0,2827400
2022-12-29,5256.1611328125,5608.0,5638.0,5601.0,5610.0,3244800
2022-12-30,5184.9287109375,5532.0,5627.0,5530.0,5595.0,4709000
2023-01-04,5142.751953125,5487.0,5546.0,5405.0,5444.0,5632900
2023-01-05,5183.05419921875,5530.0,5603.0,5496.0,5517.0,4229200
2023-01-06,5139.00341796875,5483.0,5483.0,5407.0,5466.0,5181300
2023-01-10,5126.81884765625,5470.0,5565.0,5470.0,5483.0,5620700
2023-01-11,5198.9873046875,5547.0,5548.0,5482.0,5497.0,5320000
2023-01-12,5105.26171875,5447.0,5488.0,5436.0,5469.0,7380700
2023-01-13,5058.39892578125,5397.0,5473.0,5381.0,5381.0,5983300
2023-01-16,5073.39501953125,5413.0,5470.0,5361.0,5385.0,4215300
2023-01-17,5145.56396484375,5490.0,5496.0,5413.0,5413.0,4018600
2023-01-18,5256.1611328125,5608.0,5627.0,5493.0,5520.0,5079100
2023-01-19,5187.74072265625,5535.0,5556.0,5498.0,5550.0,3101300
2023-01-20,5164.30908203125,5510.0,5582.0,5495.0,5522.0,3791600
2023-01-23,5187.74072265625,5535.0,5573.0,5512.0,5551.0,3268600
2023-01-24,5207.42236328125,5556.0,5613.0,5555.0,5578.0,3889900
2023-01-25,5224.2939453125,5574.0,5591.0,5545.0,5567.0,3152700
2023-01-26,5281.466796875,5635.0,5660.0,5602.0,5602.0,3524000
2023-01-27,5276.7802734375,5630.0,5669.0,5617.0,5660.0,2678500
2023-01-30,5246.7880859375,5598.0,5622.0,5567.0,5595.0,3956900
2023-01-31,5272.09423828125,5625.0,5689.0,5615.0,5680.0,3547100
2023-02-01,5229.91748046875,5580.0,5623.0,5580.0,5590.0,2409900
2023-02-02,5231.79248046875,5582.0,5616.0,5571.0,5596.0,2751200
2023-02-03,5269.28271484375,5622.0,5627.0,5573.0,5608.0,3281200
2023-02-06,5268.34521484375,5621.0,5647.0,5616.0,5630.0,3580900
